Number,System,Instruction,Input,Expected Output,Generated Output,Match
153,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Because ooligan spawning relies on the timing of the spring freshet, and because the species has declined in the past 25 years due to fishing pressure and predation, the species may be at risk from combined climate-induced and non-climate drivers",medium,high,False
154,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Restoring coral reefs, oyster reefs and mangroves (Section 3.6.2.1) and protecting macrophyte meadows dissipates wave energy (Section 3.4.2.1; Yates et al., 2017; Beck et al., 2018; Wiberg et al., 2019; Menéndez et al., 2020), accretes sediment and elevate shorelines, which reduces exposure to waves and storm surges, and offsets erosional losses",medium,high,False
155,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The largest observed changes in coastal ecosystems are being caused by the concurrence of human activities, waves, current-induced sediment transport and extreme storm events",medium,high,False
156,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Recent evidence suggests that policies supporting local institutions can improve adaptation outcomes,high,high,True
157,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Global mean soil moisture has slightly decreased, but regional changes vary, with both increases and decreases of 20% or more in some regions",medium,medium,True
158,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: During the last two decades, the global glacier mass loss rate exceeded 0.5-meter water equivalent (m w.e.) per year compared to an average of 0.33 m w.e. yr–1 in 1950–2000. This volume of mass loss is the highest since the start of the entire observation period",medium,high,False
159,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Drought has been singled out as a major driver of yield reductions globally,high,medium,False
160,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: An emerging body of studies have projected amplification of episodic recharge in the tropics and semiarid regions due to extreme precipitation under global warming,low,medium,False
161,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: There is high confidence that water-related adaptation is occurring in the agricultural sector (Acevedo et al., 2020; Ricciardi et al., 2020), and water-related adaptation in the agricultural sector makes up the majority of documented local, regional and global evidence of implemented adaptation",high,high,True
162,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Water-related impacts that occurred despite implemented adaptation have been documented across all world regions,medium,high,False
163,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Water-related technologies can also have adverse distributional outcomes when gains from technology adoption accrue disproportionately to a small section of the population; for example, only rich and male farmers can adopt high-cost technologies like solar irrigation pumps (Gupta, 2019)",medium,high,False
164,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Such financing focuses on returns and scale (Cholibois, 2020), and as such, local needs, especially those of the poor, may not be adequately represented (Manuamorn et al., 2020; Williams, 2020)",high,high,True
165,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Polycentric governance systems require cross- scale information sharing, coordination and democratic participation to work appropriately (Pahl-Wostl and Knieper, 2014; Carlisle and Gruby, 2017; Morrison et al., 2017; Biesbroek and Lesnikowski, 2018; Frey et al., 2021)",very high,high,False
166,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Elevated CO2 reduces some important nutrients such as protein, iron, zinc and some grains, fruit or vegetables to varying degrees depending on crop species and cultivars (Mattos et al., 2014; Myers et al., 2014; Dong et al., 2018; Scheelbeek et al., 2018; Zhu et al., 2018a; Jin et al., 2019; Ujiie et al., 2019). TThis is of particular relevance for fruit and vegetable crops given their importance in human nutrition",medium,high,False
167,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Observed climate impacts on inland aquaculture systems have generally been site and region specific,high,medium,False
168,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Mangrove reforestation efforts in Asia may have some effectiveness in re-creating important nursery grounds for aquatic species,medium,high,False
169,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Selective breeding of species in aquaculture systems can promote climate resilience,medium,high,False
170,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Early-warning systems for HABs enable rapid decision making and risk mitigation,high,high,True
171,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Limited global land and biomass resources accompanied by growing demands for food, feed, fibre and fuels, together with prospects for a paradigm shift towards phasing out fossil fuels, set the frame for potentially fierce competition for land and biomass to meet burgeoning demands even as climate change increasingly limits natural resource potentials",medium,medium,True
172,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Sea level increase and increases in tropical cyclone storm surge and rainfall intensity will increase the probability of coastal city flooding,medium,high,False
173,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The integration of climate adaptation in local policies in cities and settlements has often been seen as maintaining business-as-usual and not always aligned with transformative efforts to address structural drivers of vulnerability,high,high,True
174,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Key transformations are needed to facilitate climate resilient development pathways (CRDPs) for health, well- being, migration and conflict avoidance",high,high,True
175,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Building climate-resilient health systems will require multi-sectoral, multi-system and collaborative efforts at all governance scales",medium,high,False
176,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Anxiety about the potential risks of climate change and awareness of climate change itself can affect mental health even in the absence of direct impacts,high,high,True
177,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The most common drivers of observed climate- related migration and displacement are extreme storms (particularly tropical cyclones), floods and droughts",high,high,True
178,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Enabling and supportive environments for adaptation share common governance characteristics, including multiple actors and assets, multiple centres of power at different levels and an effective vertical and horizontal integration between levels",high,high,True
179,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Hot days, hot nights and heatwaves have become more frequent; heatwaves have also become longer. Drying is projected particularly for west and southwestern Africa",high,high,True
180,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Most African countries are expected to experience high temperatures unprecedented in their recent history earlier in this century than generally wealthier, higher latitude countries",high,high,True
181,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Mean annual rainfall in the summer rainfall region of South Afria is projected to decrease by 10–20%, accompanied by an increase in the number of consecutive dry days during the rainy season under RCP8.5. The western parts of the region are projected to become drier, with increasing drought frequency, intensity and duration likely under RCP8.5",very high,high,False
182,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Mangroves, seagrasses and coral reefs support nursery habitats for fish, sequester carbon, trap sediment and provide shoreline protection (Ghermandi et al., 2019). Climate change is compromising these ecosystem services",very high,medium,False
183,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Adaptation actions tend to be in the initial stages and more reactive (57% of urban adaptations focus on preparatory interventions, such as capacity building, and 43% of cities report implemented adaptation interventions)",medium,high,False
184,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Large increases in temperature extremes are observed in West and Central Asia,high,medium,False
185,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Increase in extreme precipitation events is likely to cause more flash-flood events in the future,high,high,True
186,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: By 2050, it is likely that 69% of fundamental human infrastructure in the Pan Arctic will be at risk (RCP 4.5 scenario)",medium,high,False
187,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Rising ambient temperature accelerates pollutant formation reactions and may modify air-pollution-related health effects,low,high,False
188,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Three marine heatwaves on the Great Barrier Reef (GBR) during 2016–2020 caused significant bleaching and loss,medium,high,False
189,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Some synergies and trade-offs exist between different adaptation responses and between mitigation and adaptation, with interactions occurring both within and outside the region",medium,medium,True
190,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The depth of the Aragonite Saturation Horizon has shallowed by 50–100 m over much of New Zealand, which may limit and/or increase the energetic costs of growth of calcifying species",high,high,True
191,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Acidification may alter sex determination (e.g., in the oyster Saccostrea glomerate), resulting in changes in sex ratios (Parker et al., 2018), and may thus affect reproductive success",very high,high,False
192,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: While there is potential for a greater proportion of agriculture to be located to northern Australia, there are significant and complex agronomic, environmental, institutional, financial and social challenges for successful transformation, including the risk of disruption",very high,medium,False
193,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: There is a central role for Indigenous Peoples in climate change decision-making that helps address the enduring legacy of colonisation through building opportunities based on Indigenous governance regimes, cultural practices to care for land and water and intergenerational perspectives",high,high,True
194,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate-related impacts on Aboriginal and Torres Strait Islander Peoples, country and cultures: loss of biocultural diversity (land, water and sky)",high,high,True
195,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: More inclusive, collaborative and learning-oriented community engagement processes are fundamental to effective adaptation outcomes (11.7.3.2)",high,high,True
196,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Adaptation policies often address climate impact drivers, but seldom include the social and economic underpinnings of vulnerability. This narrow scope limits adaptation results and compromises their continuity in the region",medium,medium,True
197,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The combination of continued anthropogenic disturbance, particularly deforestation, with global warming may result in dieback of forest in Central and South America",high,high,True
